line_text,speaker
"Um, let me ask you, is there a term besides Mexican that you prefer? Something less offensive?",Michael
Mexican isn't offensive.,Oscar
"Well, it has certain connotations.",Michael
Like what?,Oscar
Like... I don't... I don't know.,Michael
"What connotations, Michael? You meant something.",Oscar
"No. Now, remember that honesty...",Michael
I'm just curious.,Oscar
"...empathy, respect... [Phone ringing] Jim! Jim!",Michael
Hello? Hello?,Jim
"I have something here. I want you to take a card. Put it on your fore... Don't look at the card. I want you to take the card and put it on your forehead and... Take a card, take a card, any card. Um... And I want you to treat other people like the race that is on their forehead. OK? So everybody has a different race. Nobody knows what their race is, so... I want you to really go for it, cause this is real. You know, this isn't just an exercise. This is real life. And... I have a dream that you will really let the sparks fly. Get 'er done.",Michael
Why? Because Martin Luther King is a hero of mine. There's this great Chris Rock bit about how streets named after Martin Luther King tend to be more violent. I'm not going to do it but it's...,Michael
Oh this is a good one.,Michael
"Um, hi. How are you?",Pam
Fine. How are you?,Stanley
Great.,Pam
Push it.,Michael
I admire your culture's success in America.,Stanley
Thank you.,Pam
Good. Bom bom bom-bom bom. Come on Olympics of Suffering right here. Slavery versus the Holocaust. Come on.,Michael
Who am I supposed to be?,Stanley
"No, that was inadvertent. We didn't actually plan that.",Michael
"Lots of cultures eat rice, doesn't help me.",Dwight
Um... Shalom. I'd like to apply for a loan.,Dwight
"That's nice, Dwight.",Pam
"OK, do me. Something stereotypical so I can get it really quick.",Dwight
"OK, I like your food.",Pam
"Outback steakhouse. [Australian accent] I'm Australian, mate!",Dwight
"Pam, come on. 'I like your food.' Come on stir the pot. Stir the melting pot, Pam! Let's do it. Let's get ugly. Let's get real.",Michael
"OK. If I have to do this, based on stereotypes that are totally untrue, that I do not agree with, you would maybe not be a very good driver.",Pam
"Oh, man, am I a woman?",Dwight
"You'll notice I didn't have anybody be an Arab. I thought that would be too explosive. No pun intended. But I just though. 'Too soon for Arabs.' Maybe next year. Um... You know, the ball's in their court.",Michael
What are you watching?,Jim
Chappelle's Show.,Ryan
Really?,Jim
I downloaded it on her computer. I hope she doesn't mind. She just had a lot of extra space.,Ryan
No way. I think she likes this stuff.,Jim
"Great. She's cute, huh?",Ryan
"Yeah, you know, she's engaged, but...",Jim
"Oh, no, the girl in the... sketch.",Ryan
"Oh, yeah. She's hot.",Jim
Hey.,Kevin
Hey.,Angela
You wanna go to the beach?,Kevin
Sure.,Angela
You wanna get high?,Kevin
No.,Angela
"I think you do, mon.",Kevin
Stop...,Angela
OK. All right. No. It's good. You just need to push it. You need to go a little bit further. All right. OK.,Michael
"[Voice raised, Indian accent] Kelly, how are you?",Michael
I just had the longest meeting.,Kelly
"Oh! Welcome to my convenience store. Would you like some googi googi? I have some very delicious googi, googi, only 99 cents plus tax. Try my googi, googi. [Lowering voice] Try my googi, googi. [High-pitched voice] Try my googi, googi. Try my... [slap!]",Michael
"[trying not to cry] All right! All right! Yes! That was great, she gets it! Now she knows what it's like to be a minority.",Michael
"[on the phone] Mr. Decker, we didn't lose your sale today, did we? Excellent. OK. Let me just get your... what's that? No, we didn't close last time. I just need your... Oh. W-What code were you given? Oh, OK. That's actually another salesman here. I can redo it if you want to do that. Oh, he gave you a discount? No, I don't blame you.",Jim
"I just hated it when that guy was in here. Mr. Brown, if that was his real name. I mean, he had never met any of us before, and here he was telling us how to do our thing. I just wanted... I just wanted to do it our way. You know? On our own. Man I should have gotten some food.",Michael
[Itialian accent]Maybe some spagh-etti.,Kevin
"Okay, Kevin. You can take that off that thing, OK? That would really, really have shown him up, wouldn't it? If I'd brought in some burritos or some colored greens. Or some pad Thai. I love pad Thai.",Michael
It's collard greens.,Stanley
What?,Michael
It's collard greens.,Stanley
"That doesn't really make sense. Because you don't call them collared people, that's offensive. Hmmm... OK, well, it's after five. So... Thank you very much. Buena vista Oscar. Thank you. Good job. Oh, my man. Thank you Brazil. Nice.",Michael
"[Pam is asleep, resting her head on Jim's shoulder] Um... Hey.",Jim
[stirs] Mmmm.,Pam
Hey.,Jim
Oh.,Pam
We can go.,Jim
Sorry.,Pam
That's fine.,Jim
Uh... Not a bad day.,Jim
Thanks for filling these out. I promise this will be quick. We only have about an hour.,Mr. Brown
Yeah. I would like to see us erase 100 years of racism in an hour.,Michael
Does this company have 100 years to erase?,Mr. Brown
"No, the country.",Michael
"Oh right, more like 200 years.",Mr. Brown
"Yeah, more like a 1,000.",Michael
"Okay, um. Uh, I'll try to make this quick.",Mr. Brown
"I am a salesman, okay. And I don't think we should be doing this during prime sales hours. If you can prove to me that diversity is going to help my sales, I'll go elephant running with James Earl Jones. I really will, but not on spec.",Dwight
"HERO, at Diversity Today, we believe it is very easy to be a HERO. All you need are honesty, empathy, respect and open-mindedness.",Mr. Brown
"I just think that HERO? It's cute, but it's... It's empty, you know? It's easy. Dwight, you know what, I came up with some terms of my own. Could you put these on the board? The first one is Inclusion, New Attitudes, Color-blind...",Michael
"Oh, nice.",Mr. Brown
Expectations....,Michael
Good.,Mr. Brown
Thank you. Sharing...,Michael
Great.,Mr. Brown
And tolerance.,Michael
Beautiful.,Mr. Brown
"Um, that spells incest.",Pam
"Oh, my sorry. That is not appropriate.",Mr. Brown
"Well, it's not ideal but you have to give me some credit 'cause I made it into a word.",Michael
"Yeah, but it's not appropriate. This is not helpful as a memory aid.",Mr. Brown
"I will give you a number of reasons why it is, actually. Okay, first, incest is bad. Racism is bad. No brainer, right? Two, incest. We're all a family, right? We're all brothers and sisters. Racial message? Um? Number three, and this is a fact. The states where they have a lot of racism are the states where they have a lot of incest. Okay? And finally...",Michael
"Okay, Michael, I just...",Mr. Brown
"No, no, no, no, wait. Final one, final one this is important. The more we can encourage interracial dating as a society the further away we get from incest, literally.",Michael
"It would've been just as easy for him to spell insect. Of course, that wouldn't have made any sense either.",Pam
Does anyone have anything else at all? Anyone besides Michael?,Mr. Brown
I have something.,Ryan
"Yes, please.",Mr. Brown
"Um, well I grew up here in Scranton and when I was a kid the guy who lived next door was a former baseball player, who actually played pro ball before the leagues were integrated. And he had the most incredible stories about...",Ryan
"Okay. I'm sorry, I'm sorry this guy's a temp and I should've told you that.",Michael
"No, no, no, no. An outsider's perspective would probably be pretty helpful.",Mr. Brown
"Yeah, but no, seriously. Uh, you know, he's not a member of the full staff so, uh, Ryan you wanna just step outside?",Michael
What do you want me to do?,Ryan
"Well, maybe you should go down to the parking lot. You know what. Yes, go down to the parking lot and check to se if any of our guests have parked in the handicapped spots. Cool? 'Cause the handicaps get a raw deal. Oh, you know what. That ties right into New Attitudes. New attitudes about handicap people. Very important.",Michael
"I'm sorry, Michael. We're actually out of time.",Mr. Brown
"Yeah, um, there's good things about Michael. He uh, uh... Yeah, definitely. Um...",Pam
"In this way, I can truly be a hero. Signed, Daffy Duck.' [laughing] He's going to lose it when he reads that. Doh! Hogan! Not again, Hogan! Get Col. Burkhalter on the phone! [laughing] I'm kind of a Hogan around here. And kind of, Jan is kind of Col. Burkhalter, then Dwight is Schultz. But, it's... Oh, God. We have fun. We have fun. 'Cause he's gonna be pissed. [making voice] No doubt about it.",Michael
What you doing?,Dwight
Freecell.,Jim
Solitaire is a one-player game. It can't have two players.,Dwight
"Well, I mean.",Jim
What's your win rate?,Dwight
Seventy-six percent. What's yours?,Pam
You're not allowed to play two-player. You need to start over.,Dwight
You're doing fine.,Pam
Are we going? [Dwight puts four fingers in front of the camera to start a countdown] Don't do that. Just say action when we're ready.,Michael
"Dunder Mifflin, Michael Scott, Diversity Tomorrow, take four. And action.",Dwight
"[mumbling] Should I... turn, no. Do it again.",Michael
"Diversity Tomorrow, take five. Action.",Dwight
"Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, 'If you're a racist, I will attack you with the North.' And those are the principles... Damn it. Okay, sorry. Don't laugh; please don't laugh this time Dwight. You're... it's, it's bugging me. Let me give myself a countdown, ready? Three, two, one.",Michael
